"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
0,0,1,0,0,0
0,0,0,1,2,29.76
0,0,1,0,0,0
0,0,1,0,0,0
1,25.65,1,1,2,41.46
0,0,0,0,1,21.16
1,19.19,0,1,2,45.94
0,0,0,1,0,0
0,0,0,1,2,50.3
0,0,1,1,0,0
0,0,0,1,2,53.72
0,0,1,1,1,12.42
0,0,0,0,0,0
0,0,0,1,1,25.94
1,27.39,1,0,1,17.91
0,0,1,0,2,35.72
0,0,1,0,1,17.02
0,0,0,1,1,24.05
0,0,1,0,1,20.82
0,0,0,0,1,20.94
0,0,1,0,1,19.05
1,31.12,0,0,2,58.26
0,0,0,0,3,53.37
0,0,0,0,2,40.8
1,27.71,0,1,2,46.56
0,0,0,1,1,28.19
0,0,1,0,1,14.74
0,0,0,0,2,33
0,0,0,1,3,83.85
0,0,1,0,1,14.2
0,0,0,0,3,69.42
0,0,0,0,3,74.85
0,0,0,0,1,24.07
0,0,0,0,3,49.23
0,0,0,1,2,36.62
0,0,0,0,2,29.84
1,20.48,0,1,3,79.98
1,24.2,1,1,2,35.7
1,20.56,0,1,2,32.24
1,17.82,0,1,1,25.58
1,7.68,0,1,2,38.1
0,0,0,1,0,0
0,0,0,1,2,43.3
1,9.09,0,0,2,24.92
1,3.86,0,1,2,19.62
0,0,0,1,2,37.62
0,0,1,0,0,0
1,13.55,0,1,3,54.96
0,0,0,0,2,36.96
0,0,0,1,0,0
1,15.18,0,1,3,53.31
1,8.85,1,0,1,9.64
1,24.61,0,1,2,43.44
1,25.68,0,0,1,21.44
0,0,1,1,1,20.66
1,23.46,0,0,4,94.12
0,0,0,1,2,34.42
0,0,0,1,0,0
1,20.45,0,1,2,33.1
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,1,0,0
1,21.4,0,0,4,94.72
1,33.66,0,0,5,112.35
1,23.42,1,1,1,21.75
0,0,0,1,1,15.99
1,32.81,1,1,1,25.63
0,0,0,0,2,37.96
0,0,0,0,1,26.18
0,0,0,1,3,51.48
1,21.21,0,0,1,21.42
0,0,0,1,2,40.48
1,12.97,0,0,3,43.5
0,0,0,0,1,23.09
0,0,0,0,2,49.88
0,0,0,1,0,0
1,32.32,0,1,3,89.34
1,19.68,1,0,1,20.11
0,0,1,0,0,0
1,15.85,0,1,1,16.97
0,0,1,0,0,0
0,0,1,1,1,18.89
1,11.37,1,1,2,20.22
0,0,0,1,2,37.78
0,0,1,0,1,21.96
0,0,1,1,0,0
0,0,0,1,3,52.17
0,0,1,1,0,0
0,0,1,0,1,20.32
1,11.18,0,0,1,15.18
0,0,0,0,3,52.38
0,0,0,1,1,28.78
0,0,1,0,0,0
1,2.47,1,1,4,23.44
0,0,1,0,1,13.98
0,0,0,0,1,11.1
1,14.14,0,0,2,28.74
0,0,0,0,1,11.3
1,31.3,0,1,3,75.84
1,20.69,0,1,2,43.28
0,0,0,1,1,28.28
0,0,1,0,0,0
0,0,0,1,1,29.29
0,0,1,0,2,25.88
0,0,1,1,0,0
0,0,1,1,1,16.25
1,9.53,1,0,1,8.15
0,0,0,0,3,75.18
0,0,0,1,1,9.81
1,32.05,0,1,4,79.2
1,24.23,0,0,3,67.29
0,0,1,0,3,87.51
0,0,1,1,0,0
1,13.31,0,1,2,40.14
0,0,0,0,2,22.76
0,0,0,1,2,46.96
1,22.76,0,1,3,73.89
1,34,0,0,3,61.77
1,16.76,0,0,2,40.26
0,0,1,1,1,20.55
0,0,1,0,1,14.42
1,16.4,0,0,2,41.64
0,0,1,0,0,0
1,19.55,0,0,2,37.3
0,0,0,1,1,12.96
0,0,0,0,2,45
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,1,2,39.4
1,28.51,0,0,4,92.8
1,14,1,1,1,8.31
1,7.6,0,0,3,39.99
0,0,0,0,2,36.12
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,1,1,8.31
1,23.65,0,1,3,71.31
1,8.91,0,0,2,40.64
0,0,0,0,1,21.32
0,0,0,0,1,33.69
0,0,1,0,0,0
0,0,1,0,2,44.46
0,0,1,1,0,0
0,0,0,0,2,31.2
0,0,0,1,1,21.23
0,0,1,0,1,13.46
1,17.24,0,1,3,50.61
0,0,0,0,2,43.06
0,0,0,0,2,29.04
1,44.1,1,1,1,28.51
1,10.29,0,0,3,48.48
0,0,1,1,0,0
1,24.75,1,1,2,29.5
0,0,1,0,4,98.24
0,0,1,0,0,0
1,34.45,0,0,2,50.16
0,0,0,1,1,18.02
0,0,0,0,4,93.64
0,0,0,0,3,56.88
0,0,0,1,3,42.96
0,0,0,1,2,38.98
0,0,0,0,1,21.16
1,15.26,1,0,2,9.66
0,0,0,0,2,43.02
0,0,1,1,1,20.24
1,0,0,0,1,8.06
0,0,0,0,1,17.88
0,0,0,1,1,19.14
0,0,0,1,1,14.86
0,0,1,0,1,19.26
0,0,0,0,2,33.92
1,21.17,0,0,2,50.5
1,17.65,0,1,2,26.72
0,0,1,0,1,16.63
1,24.05,1,0,0,0
0,0,1,0,1,19.79
0,0,1,0,0,0
0,0,0,0,3,44.58
0,0,1,0,0,0
0,0,1,1,0,0
1,20.75,0,0,3,57.24
0,0,0,0,0,0
0,0,0,0,3,79.89
1,19.85,1,1,1,13.74
0,0,0,0,0,0
0,0,0,0,2,26.26
0,0,1,0,1,25.61
0,0,1,1,1,21.15
0,0,0,1,3,41.67
1,24.09,1,0,1,15.89
0,0,1,0,1,18.71
0,0,0,1,3,60
0,0,0,1,1,17.52
1,13.87,1,1,2,22.24
1,24.18,1,0,1,26.53
0,0,1,0,1,27.02
0,0,1,0,0,0
0,0,0,1,2,61.88
0,0,0,0,2,60.98
1,19.01,0,0,3,31.62
0,0,0,0,1,21.09
0,0,0,1,1,29.69
0,0,0,0,2,29.72
0,0,0,0,3,90.54
1,29.36,1,0,1,18.39
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,41.36
1,20.06,1,1,0,0
1,19.02,0,1,2,36.28
0,0,0,1,1,21.37
0,0,0,1,1,32.78
0,0,0,0,2,51
1,35.04,0,0,2,45.42
0,0,1,0,1,27.04
0,0,0,1,3,62.67
0,0,0,1,2,44.88
0,0,0,0,1,22.04
0,0,0,1,2,42.04
1,19.65,0,0,3,49.95
1,32.77,0,0,2,51.74
0,0,1,0,3,11.73
0,0,1,0,1,25.66
1,26.55,1,1,1,24.62
0,0,1,1,1,23.7
0,0,0,0,1,19.21
0,0,1,1,1,18.98
0,0,1,1,1,17.94
1,16.18,0,1,2,36.06
0,0,0,0,2,46.92
0,0,0,1,3,54.3
0,0,1,0,1,23.12
0,0,1,0,1,16.47
0,0,0,0,2,24.56
0,0,0,1,0,0
0,0,1,0,1,19.95
0,0,0,0,1,17.58
0,0,1,1,0,0
1,22.6,1,1,0,0
0,0,0,0,1,17.26
0,0,1,1,0,0
0,0,0,0,1,22.14
1,22.15,0,0,3,56.85
0,0,1,0,1,21.35
0,0,0,1,1,23.89
0,0,0,0,2,37.72
0,0,0,0,1,9.26
0,0,1,1,0,0
1,16.2,1,1,3,47.67
0,0,0,1,2,34.64
0,0,0,1,3,74.82
0,0,0,0,1,23.21
0,0,0,1,0,0
1,7.91,1,0,0,0
0,0,0,1,1,22.04
1,16.28,0,1,2,37.14
0,0,0,1,2,29.9
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,1,17.58
0,0,0,0,1,22.51
0,0,1,1,1,15.45
0,0,1,0,0,0
1,23.8,0,1,3,89.07
0,0,1,0,2,41.08
1,33.54,1,1,1,20.2
0,0,0,1,3,15.48
1,18.86,0,0,3,51.93
1,22.5,1,0,4,74.72
0,0,0,0,1,23.43
1,20.42,0,0,3,61.32
0,0,0,0,2,36.6
0,0,0,0,1,14.69
0,0,1,0,1,37.74
0,0,1,0,0,0
1,14.49,0,1,2,39.68
0,0,0,0,3,60.81
0,0,0,0,1,16.83
0,0,0,0,3,83.25
0,0,0,1,2,31.7
0,0,0,0,1,23.37
0,0,1,0,0,0
0,0,1,0,0,0
1,14.93,0,1,2,42.36
1,23.2,0,0,2,42.08
1,16.73,0,0,4,94.68
0,0,1,1,1,20.27
0,0,0,0,2,63.62
0,0,0,1,1,20.36
0,0,1,1,2,13.1
0,0,0,1,2,33.92
0,0,0,0,1,16.04
1,30.04,1,0,1,22.13
0,0,0,0,3,86.13
0,0,0,0,2,32.54
0,0,1,1,1,21.87
1,15.04,1,1,1,16.63
0,0,0,0,1,24.18
0,0,1,1,2,8.12
0,0,1,0,1,19.39
0,0,1,0,0,0
0,0,0,0,2,53.3
0,0,0,1,1,26.13
0,0,1,0,2,12.52
0,0,0,1,1,25.05
0,0,1,0,1,24.67
0,0,1,0,1,27.49
0,0,0,1,0,0
0,0,1,0,1,14.8
0,0,0,0,1,17.06
0,0,0,1,1,23.11
1,23.46,0,0,3,72.3
1,21.95,0,0,3,58.59
1,18.63,0,0,3,46.38
0,0,0,1,1,29.38
0,0,1,1,1,13.56
0,0,1,0,0,0
0,0,0,0,2,44.3
0,0,0,0,1,13.72
0,0,0,1,3,71.88
0,0,0,1,1,25.51
0,0,0,0,2,46.78
0,0,1,0,0,0
1,10.01,1,1,3,46.8
0,0,1,0,1,24.98
0,0,0,1,1,21.88
0,0,1,0,1,18.23
0,0,0,1,2,36.52
0,0,0,1,0,0
0,0,0,1,1,15.04
1,22.21,0,1,1,19.58
0,0,0,0,2,48.86
0,0,0,0,1,14.79
0,0,0,1,2,68.88
0,0,0,1,1,19.04
0,0,1,1,1,23.75
1,27.77,1,1,2,45.98
0,0,1,0,0,0
1,22.77,0,0,2,36.16
1,32.78,1,0,1,28.23
0,0,0,0,2,19.8
1,21.01,0,0,3,66.96
0,0,0,0,3,51.51
1,35.68,1,0,1,23.63
0,0,1,1,0,0
0,0,0,1,3,81.9
0,0,0,1,1,32.32
0,0,1,1,2,58.06
0,0,0,1,1,24.12
0,0,1,1,0,0
0,0,0,0,0,0
1,49.22,1,1,3,102.99
1,17.51,0,0,1,22.77
0,0,0,1,2,33.82
0,0,0,1,1,24.55
0,0,0,1,1,35.5
0,0,0,1,2,53.2
1,8.93,1,1,1,14.75
0,0,0,0,1,22.9
1,20.46,0,1,3,36.18
0,0,1,0,0,0
0,0,1,0,1,16.03
0,0,1,1,0,0
0,0,0,1,3,68.49
0,0,0,1,1,6.36
1,40.4,1,0,4,90.12
0,0,0,1,1,14.72
0,0,0,0,1,27.94
0,0,0,0,1,9.62
0,0,0,0,3,64.74
0,0,0,0,3,54.21
1,15.95,0,0,3,54.12
0,0,1,0,1,27.1
0,0,1,1,0,0
0,0,1,0,0,0
1,26.61,0,0,2,52.28
0,0,0,1,0,0
0,0,0,0,1,20.85
0,0,0,1,2,51.82
1,19.49,0,1,3,74.22
0,0,1,0,1,21.34
0,0,0,0,3,64.26
0,0,0,1,2,49.14
0,0,0,0,3,65.13
0,0,1,0,0,0
0,0,0,0,2,42.3
0,0,0,0,1,15.67
0,0,1,1,1,17.11
0,0,0,0,2,32.1
1,13.16,0,0,2,32.36
0,0,0,0,2,44.64
0,0,1,1,1,10.95
1,27.58,0,0,2,57.58
0,0,1,1,2,47.36
1,21.98,0,1,1,17.79
1,31.11,0,1,2,51.12
1,12.05,0,1,1,15.87
0,0,0,1,1,23.97
0,0,1,0,0,0
0,0,1,1,2,45.22
0,0,1,1,0,0
0,0,1,1,1,15.31
0,0,0,1,0,0
0,0,0,1,1,16.78
0,0,0,1,1,22.43
0,0,1,0,1,24.23
0,0,0,1,2,39.32
0,0,0,1,1,20.89
0,0,0,0,3,49.98
1,26.98,0,0,2,52.96
0,0,0,1,2,57.82
0,0,0,1,2,34.96
0,0,1,0,0,0
0,0,0,0,3,67.89
0,0,1,1,1,16.97
0,0,0,1,2,47.68
0,0,0,0,0,0
1,17.65,0,1,4,78.4
0,0,1,1,0,0
0,0,0,0,4,86.88
0,0,0,1,2,57.32
0,0,1,0,1,20.01
0,0,0,0,2,42.16
0,0,1,1,1,14.07
0,0,0,0,2,22.1
0,0,0,1,1,13.1
1,20.05,1,0,1,16.66
0,0,1,1,0,0
0,0,0,1,2,44.26
0,0,0,1,2,48.02
0,0,0,0,1,18.94
0,0,0,1,2,38.66
0,0,1,0,1,19.81
0,0,0,1,1,16.01
1,26.48,1,1,1,24.88
1,30.2,1,0,1,20.77
0,0,0,0,1,34.46
0,0,1,1,0,0
0,0,0,0,1,25.5
0,0,0,0,3,73.83
0,0,0,0,1,28.32
0,0,0,0,1,19.21
0,0,0,1,2,56.5
1,17.2,0,1,2,38.38
1,26.72,1,0,1,21.99
0,0,0,0,0,0
1,7.85,0,0,3,38.64
0,0,1,0,0,0
0,0,1,1,1,20.08
0,0,0,1,1,15.57
0,0,0,0,2,34.14
0,0,1,1,0,0
0,0,0,1,1,21.96
1,5.99,0,1,4,68.88
0,0,0,1,2,39.42
1,25.78,1,1,1,22.72
0,0,1,0,0,0
0,0,1,1,1,16.49
1,35.11,1,1,0,0
0,0,0,0,3,82.2
0,0,1,0,1,19.14
0,0,0,1,3,93.3
0,0,0,0,1,29.72
1,3.88,1,0,2,16.66
0,0,1,1,1,17.7
0,0,0,1,1,25.94
0,0,0,1,2,50.42
0,0,0,1,2,39.68
0,0,1,0,0,0
0,0,0,0,1,16.76
0,0,1,1,1,14.68
0,0,1,1,1,21.61
0,0,1,1,0,0
1,35.04,1,1,1,22.68
0,0,0,1,1,20.43
0,0,0,0,1,20.62
0,0,1,1,1,18.56
0,0,0,1,1,16.46
1,30.9,1,1,3,64.02
1,17.74,0,0,4,66.76
0,0,1,0,0,0
0,0,0,0,3,44.46
0,0,1,1,1,4.78
0,0,0,0,2,51.82
0,0,1,1,1,22.42
0,0,0,1,2,36.44
0,0,0,0,2,63.84
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,1,1,29.93
1,5.34,1,1,1,15.86
1,20.33,1,1,3,48.87
0,0,0,1,1,28.66
1,15.13,1,1,3,26.88
0,0,0,0,1,27.85
1,13.9,0,0,2,30.54
1,20.8,1,1,3,42.6
0,0,0,0,2,36.04
1,23.96,0,0,4,70.48
1,14.63,1,0,0,0
0,0,1,1,2,40.22
0,0,0,0,2,47.84
0,0,0,0,2,38.56
0,0,1,1,1,18.45
0,0,1,1,1,20.05
1,35.09,1,0,2,54.12
1,21.89,0,1,2,33.7
0,0,0,1,1,19.61
0,0,1,1,0,0
1,34.13,0,0,3,92.13
0,0,0,1,0,0
1,28.6,0,1,2,51.36
0,0,0,1,2,50.58
0,0,0,0,1,18.12
1,29.41,0,1,5,152.15
0,0,1,1,1,21.32
0,0,0,1,1,10.49
0,0,1,0,1,14.78
0,0,1,0,0,0
1,25.79,0,0,5,115.55
0,0,0,0,2,28.04
1,22.1,0,0,2,55.8
1,0,0,0,2,20.12
0,0,1,0,0,0
1,19.96,0,0,3,74.61
1,13.84,0,1,4,59.32
0,0,1,1,2,25.1
0,0,0,0,1,16.91
1,23.87,0,0,4,70.8
0,0,0,1,1,31.08
0,0,0,1,1,12.55
0,0,0,0,2,42.66
1,16.38,0,0,3,40.8
0,0,1,0,1,22.93
0,0,0,1,2,36.42
0,0,0,1,3,51.39
0,0,1,1,0,0
0,0,0,1,1,20.29
0,0,1,0,1,11.7
0,0,0,0,1,3.48
0,0,0,1,2,46.5
1,19.48,1,0,1,20.36
0,0,1,1,0,0
0,0,0,1,2,41.62
0,0,1,0,0,0
1,35.37,1,1,1,24.99
0,0,1,0,0,0
0,0,0,0,2,57.26
0,0,1,1,1,17.5
0,0,0,1,1,14.35
1,21.58,1,1,1,14.61
0,0,1,0,1,18.74
0,0,0,0,1,16.33
1,28.45,0,0,2,66.04
1,12.59,0,0,3,50.52
1,14.6,1,1,2,11.86
1,34.54,1,1,1,26.61
0,0,1,0,1,14.92
0,0,0,0,2,23.16
0,0,1,1,2,44.58
0,0,0,1,2,35.06
0,0,0,1,2,37.1
0,0,1,1,0,0
0,0,1,1,1,17.32
0,0,0,1,2,41.52
0,0,0,0,2,32.14
1,24.96,0,1,2,32.32
1,21.07,0,0,1,24.69
0,0,0,0,0,0
1,25.51,0,0,2,55.4
0,0,0,1,1,17.99
0,0,0,0,2,45.58
0,0,0,1,2,47.02
1,25.71,1,0,1,17.89
1,32.6,0,1,3,89.4
1,30.35,0,1,3,93.87
0,0,1,1,0,0
0,0,1,0,1,16.87
0,0,1,1,1,27.48
1,21.08,1,0,0,0
1,30.67,1,1,1,26.09
0,0,0,0,0,0
1,15.98,0,1,1,14.62
0,0,1,1,1,25
0,0,1,0,0,0
0,0,0,1,2,42.52
1,12.9,1,0,2,23.7
0,0,0,0,2,35.52
0,0,1,0,1,14.68
0,0,1,0,0,0
0,0,0,0,1,15.47
0,0,0,1,1,28.12
0,0,0,0,2,45.26
0,0,0,1,4,112.16
1,11.38,0,1,2,33.2
1,24.46,0,0,4,90.48
0,0,0,1,0,0
0,0,0,1,3,66.81
0,0,1,1,1,15.76
0,0,0,0,3,57.72
0,0,0,0,1,20.01
1,32.19,1,1,1,24.4
0,0,0,1,1,28.26
0,0,1,1,2,20.04
0,0,0,0,1,17.37
1,24.71,0,1,2,51.8
0,0,0,0,2,13.88
0,0,1,1,0,0
0,0,0,1,2,53.06
0,0,1,0,1,20.11
1,35.53,0,0,3,95.43
1,31.22,0,1,1,33.04
0,0,0,1,2,44.4
0,0,0,0,2,36.94
1,10.54,0,0,3,48.57
1,15.1,0,1,2,42.1
0,0,0,0,2,31.74
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,1,0,0
1,16.01,0,1,1,13.61
0,0,0,1,3,79.08
0,0,1,1,1,15.96
0,0,0,1,2,29.3
1,39.16,1,0,1,29.59
0,0,1,0,1,15.67
0,0,0,1,1,20.75
1,6.64,0,0,1,12.26
0,0,1,0,1,24.15
0,0,0,1,2,19.24
1,17.32,0,1,4,67.48
0,0,1,1,1,15.84
1,22.31,0,1,1,12.74
0,0,0,0,0,0
1,4.77,1,0,1,11.78
0,0,0,0,0,0
0,0,1,0,0,0
1,7.98,0,1,2,29.22
1,33.18,0,0,1,26.28
1,30.02,0,0,4,97.84
0,0,1,1,0,0
1,14.59,1,1,1,13.64
0,0,0,0,2,33.64
0,0,1,1,1,23.13
0,0,0,0,1,19.49
0,0,1,0,1,21.93
0,0,0,1,2,32.98
0,0,1,1,1,26.78
0,0,0,1,1,23.46
0,0,1,1,0,0
0,0,0,0,1,13.33
0,0,1,1,1,20.12
0,0,0,0,4,76.92
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,0,3,53.73
0,0,0,1,2,31.86
0,0,0,0,2,41.34
0,0,0,0,1,25.61
0,0,1,1,0,0
0,0,1,0,0,0
1,29.94,0,1,2,46.1
0,0,0,1,2,24.9
0,0,1,0,3,29.52
0,0,0,0,2,34.62
1,13.88,0,0,3,61.62
1,24.89,0,1,3,57.6
1,40.37,1,1,2,55.38
0,0,0,1,1,17.69
0,0,0,1,1,18.42
1,16.77,0,1,3,43.08
0,0,0,1,1,21.44
0,0,1,0,2,38.52
0,0,0,1,2,53.7
0,0,0,0,3,66.36
0,0,0,0,2,17.92
0,0,1,1,0,0
1,5.57,0,0,2,23.16
1,24.07,0,0,1,31.32
0,0,0,1,2,9.58
0,0,1,0,1,10.72
0,0,1,1,1,19.27
1,24.29,0,1,2,48.76
0,0,1,0,0,0
0,0,1,0,0,0
1,0.79,0,0,1,13.18
0,0,1,0,0,0
0,0,1,1,1,12.31
1,26.98,1,1,0,0
1,15.39,0,1,3,60.36
1,25.75,0,0,2,34.9
1,27.91,1,0,1,22.15
0,0,0,1,1,24.34
1,28.56,0,0,2,56.96
0,0,1,1,1,21.33
0,0,1,0,0,0
1,15.34,0,0,4,83.68
0,0,0,0,1,24.71
0,0,0,0,1,11.94
0,0,1,1,0,0
1,19.89,0,1,2,30.9
1,13.87,0,0,5,75.3
0,0,1,0,1,26.4
0,0,1,0,0,0
0,0,0,0,3,82.14
0,0,0,0,0,0
0,0,0,1,2,29.2
1,26.68,1,0,1,20.39
0,0,1,0,1,28.7
0,0,0,1,1,34.89
0,0,0,0,2,57.22
0,0,0,1,4,56.04
0,0,0,0,0,0
0,0,1,1,2,26.6
1,31.75,1,0,1,25.66
1,13.69,0,1,2,36.68
0,0,0,0,2,39.78
0,0,0,0,1,17.08
0,0,0,0,2,35.26
0,0,0,1,1,24.13
0,0,1,0,0,0
0,0,0,0,2,36.14
0,0,0,0,2,67.18
0,0,0,1,1,30.88
1,23.36,0,1,3,74.43
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,1,28.48
0,0,1,0,1,18.3
0,0,1,1,2,26.3
0,0,1,0,1,21.25
0,0,0,0,1,14.86
0,0,0,0,2,25.36
0,0,0,1,2,56.48
0,0,0,1,1,25.07
0,0,0,0,1,27.15
1,30.32,0,1,1,32.02
0,0,0,1,1,23.29
0,0,0,1,2,47.96
1,7.82,1,0,1,10.72
0,0,0,1,1,21.15
0,0,0,1,1,25.43
0,0,1,0,0,0
0,0,0,1,2,31.96
1,17.89,0,0,4,72.72
0,0,1,0,0,0
0,0,0,1,0,0
0,0,1,1,0,0
0,0,0,1,1,11.7
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,1,12.46
0,0,0,1,1,29.65
0,0,0,1,2,21.96
0,0,0,0,2,34.7
0,0,1,0,0,0
0,0,0,0,1,16.22
0,0,0,0,3,22.11
0,0,0,1,2,76.88
1,8.1,0,1,3,46.62
0,0,0,0,0,0
1,13.75,0,0,3,42.63
0,0,0,1,1,23.48
0,0,0,1,1,18.17
1,17.41,0,1,2,47.38
0,0,0,1,1,16.37
0,0,1,0,2,22.22
0,0,1,0,0,0
0,0,0,1,1,16.3
1,10.64,0,1,2,25.48
0,0,0,1,2,40.46
1,23.99,0,0,3,96.33
0,0,1,0,1,16.89
0,0,0,0,1,17
0,0,0,0,3,81.72
0,0,0,1,3,43.98
0,0,1,1,0,0
1,10.38,0,1,3,54.9
1,30.75,0,0,2,44.24
0,0,0,1,3,65.4
0,0,1,0,1,23.96
0,0,1,1,0,0
1,30.38,0,1,2,41.5
1,23.18,0,0,3,66.24
0,0,0,0,1,26.65
1,13.03,0,0,1,25.08
0,0,1,0,1,24.05
0,0,0,1,2,35.94
0,0,0,1,2,68.94
0,0,0,1,0,0
0,0,1,1,1,16.12
0,0,1,1,0,0
1,25.46,0,1,2,52.96
0,0,0,0,2,17.24
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,1,13.84
1,9.91,1,1,1,12.51
0,0,0,1,3,70.08
0,0,1,0,0,0
1,15.05,0,0,1,18.34
0,0,1,1,0,0
0,0,0,0,2,50.82
0,0,1,1,1,18.45
0,0,0,1,1,26.7
0,0,0,0,1,11.38
0,0,1,1,1,19
1,13.75,1,1,2,20.8
0,0,1,0,0,0
0,0,0,1,1,22.71
1,27.76,0,1,4,114.04
0,0,1,1,1,11.76
1,8.83,1,1,2,17.1
0,0,0,0,2,37.58
0,0,1,0,1,15.32
0,0,0,1,1,18.48
0,0,1,0,0,0
1,42.18,1,1,1,24.12
0,0,0,1,2,40.6
0,0,0,1,1,14
0,0,1,1,0,0
1,25.13,0,0,2,36.4
0,0,1,0,1,20.08
0,0,0,1,2,40.36
0,0,0,0,1,24.55
1,21.61,0,1,3,47.16
0,0,0,1,3,29.55
0,0,0,0,0,0
0,0,0,1,2,36.04
0,0,0,1,2,55.12
1,10.31,0,1,1,13.9
0,0,0,1,2,32.18
1,14.15,0,1,1,14.99
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,1,7.63
0,0,1,0,0,0
0,0,0,1,2,47.38
0,0,1,1,1,19.37
0,0,1,0,1,12.51
0,0,0,0,1,14.93
0,0,1,1,1,10.55
0,0,0,0,1,24.73
0,0,1,1,0,0
0,0,0,1,1,6.18
0,0,0,0,1,30.93
0,0,1,1,1,12.7
1,43.02,1,1,2,45.34
0,0,1,1,2,24.16
0,0,0,0,2,61.62
1,22.49,0,1,3,49.68
0,0,1,1,1,18.04
1,25.4,1,1,2,37.34
1,9.86,0,1,1,14.3
1,17.08,0,1,3,56.1
0,0,1,1,1,20.87
0,0,1,1,3,42.09
0,0,0,1,3,62.91
0,0,0,1,2,35.68
0,0,1,1,1,17.64
0,0,0,0,2,37.64
0,0,1,1,0,0
1,30.99,1,1,2,52.66
1,25.28,1,0,4,56.12
0,0,1,0,1,10.92
0,0,0,1,1,20.52
0,0,1,1,0,0
0,0,0,1,1,14.34
1,14.28,0,0,3,49.83
1,20,0,1,1,24.71
0,0,1,1,1,12.1
1,12.82,1,0,3,32.1
1,21.53,1,1,2,24.64
0,0,1,0,0,0
0,0,0,0,2,62.66
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,1,20.17
0,0,0,1,2,41.46
0,0,0,0,1,15.88
0,0,0,0,2,37.38
0,0,0,0,1,31.59
0,0,0,1,1,22.96
1,23.58,0,0,1,19.55
0,0,0,0,3,74.01
0,0,0,0,2,44.88
0,0,0,0,1,25.79
0,0,0,1,0,0
0,0,1,1,1,15.17
0,0,1,1,1,19.47
0,0,0,0,1,25.54
0,0,1,1,0,0
0,0,0,0,1,16.94
0,0,0,1,1,28.89
0,0,1,0,1,21.15
0,0,1,0,2,23.3
0,0,0,0,2,62.84
1,17.13,0,0,2,39.4
0,0,0,0,1,15.87
0,0,0,1,3,72.27
0,0,1,0,1,20.81
0,0,1,1,1,20.43
1,10.92,0,1,4,55.64
0,0,1,0,0,0
0,0,1,1,0,0
1,32.52,0,0,4,101.36
0,0,1,1,1,21.46
0,0,0,1,1,19.61
1,26.26,1,0,1,24.72
1,10.77,0,1,1,12.92
0,0,1,0,0,0
0,0,0,0,2,41.04
0,0,1,0,0,0
0,0,1,0,2,24.42
0,0,0,1,1,22.25
0,0,0,0,2,50.64
0,0,1,1,0,0
1,34.82,1,1,5,131.15
1,16.68,1,1,0,0
1,4.47,0,0,2,34.76
0,0,0,1,2,47.5
0,0,0,0,0,0
0,0,0,0,1,28.24
1,35.33,1,1,1,19.96
0,0,1,0,0,0
1,12.77,1,1,1,17.18
0,0,0,0,2,31.1
0,0,0,1,3,86.16
0,0,0,1,2,47.18
0,0,0,0,1,28.67
0,0,1,0,0,0
0,0,1,0,1,19.98
0,0,0,0,1,18.6
0,0,1,0,1,27.01
0,0,0,0,1,31.14
0,0,0,0,2,32.08
0,0,0,1,4,58.4
0,0,0,0,1,26.17
0,0,1,0,0,0
0,0,1,0,1,25.97
0,0,1,0,1,21.64
1,12.98,1,0,2,32.38
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,2,63.82
0,0,1,1,4,64.2
1,3.01,0,1,1,15.55
0,0,1,1,2,26.9
1,5.11,0,1,1,12.1
0,0,1,1,0,0
0,0,1,0,1,20.77
1,37.96,1,1,2,64.12
0,0,0,1,0,0
0,0,1,0,0,0
0,0,0,0,1,20.19
0,0,1,1,0,0
0,0,0,0,4,48.68
0,0,1,1,0,0
1,5.92,1,0,2,19.96
1,39.51,1,1,0,0
0,0,0,0,0,0
0,0,0,1,1,25.66
0,0,1,0,2,43.26
0,0,0,0,1,27.51
1,33.65,0,0,2,57.4
0,0,1,1,0,0
0,0,0,1,2,23.68
0,0,0,1,2,50.14
0,0,0,1,1,18.64
0,0,0,0,3,33.69
0,0,0,0,1,37.05
0,0,1,1,1,3.29
1,14.65,0,0,3,45.03
0,0,0,0,2,40.44
1,19.94,0,0,3,55.47
1,34.61,1,0,4,100.56
1,10.24,0,0,1,16.2
0,0,0,0,1,12.18
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,0,2,48.9
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,1,13.15
0,0,0,1,1,23.91
